"N","V","VV"
1,0.993323685471319,0.980207959302879
2,1.9735316447742,1.92244436751741
3,2.94097058509865,2.8290041283382
4,3.89597601229161,3.7020264892637
5,4.83887262825163,4.54350621522007
6,5.76997471343685,5.35530392990898
7,6.68958649506433,6.13915568856996
8,7.59800250155532,6.89668184086914
9,8.49550790375989,7.62939523804913
10,9.3823788434717,8.33870883425344
11,10.2588827497251,9.02594272805757
12,11.1252786433458,9.69233068666203
13,11.9818174302082,10.3390261919107
14,12.8287421836343,10.967108044262
15,13.6662884163539,11.5775855580489
16,14.4946843424245,12.1714033787886
17,15.3141511294987,12.7494459509319
18,16.124903141809,13.312541662257
19,16.9271481742251,13.8614666890966
20,17.7210876777251,14.3969485647368
21,18.5069169766116,14.9196694916087
22,19.2848254777827,15.4302694163218
23,20.0549968723667,15.929348885132
24,20.8176093300079,16.4174716960975
25,21.5728356860828,16.8951673629382
26,22.3208436221188,17.3629334044756
27,23.0617958396694,17.8212374724766
28,23.7958502278963,18.2705193297578
29,24.5231600250966,18.711192689506
30,25.2438739744028,19.1436469259511
31,25.9581364738776,19.5682486657597
32,26.666087721213,19.9853432688177
33,27.367863853238,20.3952562064204
34,28.0635970804306,20.7982943442844
35,28.7534158166209,21.19474713725
36,29.437444804066,21.5848877420244
37,30.1158052340711,21.9689740538458
38,30.7886148633216,22.3472496725154
39,31.455988126089,22.7199448028353
40,32.118036242462,23.0872770941241
41,32.7748673227528,23.4494524231335
42,33.4265864682203,23.8066656243722
43,34.0732958682477,24.1591011715513
44,34.7150948941044,24.5069338135905
45,35.3520801894213,24.8503291683752
46,35.9843457574987,25.1894442772214
47,36.6119830455663,25.5244281227903
48,37.2350810261053,25.8554221129957
49,37.8537262753427,26.1825605332626
50,38.468003049021,26.5059709693264
51,39.0779933555441,26.8257747026039
52,39.6837770265944,27.1420870800194
53,40.285431785315,27.4550178600383
54,40.883033312146,27.7646715365311
55,41.4766553083989,28.071147641979
56,42.0663695576541,28.3745410314196
57,42.6522459850588,28.6749421484388
58,43.2343527146026,28.9724372744155
59,43.812756124443,29.267108762147
60,44.3875209003539,29.5590352548979
61,44.9587100873616,29.8482918918475
62,45.5263851396372,30.1349505008373
63,46.0906059687051,30.4190797792621
64,46.6514309900307,30.7007454638853
65,47.2089171680446,30.9800104903084
66,47.7631200596584,31.2569351427709
67,48.314093856328,31.5315771949143
68,48.861891424715,31.8039920420942
69,49.4065643459963,32.074232825792
70,49.9481629538709,32.3423505506336
71,50.4867363713093,32.6083941944908
72,51.0223325460904,32.8724108121092
73,51.5549982851694,33.1344456326743
74,52.0847792879169,33.3945421517034
75,52.6117201782708,33.652742217618
76,53.135864535837,33.9090861133372
77,53.6572549259782,34.1636126332
78,54.1759329289243,34.4163591555115
79,54.6919391679409,34.667361710984
80,55.2053133365861,34.9166550473276
81,55.7160942250901,35.1642726902281
82,56.2243197458862,35.4102470009344
83,56.7300269583241,35.6546092306619
84,57.2332520925925,35.8973895720073
85,57.73403057288,36.1386172075544
86,58.232397039799,36.378320355842
87,58.7283853720993,36.6165263148506
88,59.2220287076949,36.853261503159
89,59.7133594640287,37.0885514989066
90,60.2024093577964,37.3224210766927
91,60.6892094240526,37.5548942425363
92,61.1737900347201,37.7859942670061
93,61.6561809165218,38.0157437166321
94,62.1364111683566,38.244164483695
95,62.6145092781359,38.4712778144904
96,63.090503139101,38.6971043361531
97,63.5644200656375,38.9216640821255
98,64.0362868086053,39.144976516346
99,64.5061295701972,39.3670605562332
100,64.9739740183474,39.5879345945283
101,65.4398453006988,39.8076165200654
102,65.903768058148,40.026123737527
103,66.3657664379814,40.24347318624
104,66.8258641066138,40.4596813580687
105,67.2840842619465,40.674764314449
106,67.7404496453533,40.8887377026183
107,68.1949825533099,41.1016167710763
108,68.6477048486771,41.3134163843258
109,69.098637971649,41.5241510369272
110,69.5478029503778,41.733834866906
111,69.9952204112858,41.9424816685465
112,70.4409105890737,42.1501049046052
113,70.8848933364369,42.3567177179726
114,71.3271881334976,42.5623329428159
115,71.7678140969631,42.7669631152239
116,72.2067899890181,42.9706204833859
117,72.6441342259608,43.1733170173248
118,73.07986488659,43.3750644182074
119,73.5139997203515,43.5758741272554
120,73.9465561552518,43.7757573342755
121,74.3775513055463,43.9747249858279
122,74.8070019792092,44.1727877930518
123,75.2349246851913,44.3699562391655
124,75.6613356404745,44.5662405866548
125,76.0862507769272,44.7616508841677
126,76.5096857479672,44.956196973128
127,76.9316559350401,45.1498884940826
128,77.352176453916,45.3427348927931
129,77.7712621608137,45.5347454260874
130,78.188927658353,45.7259291674793
131,78.6051873013463,45.9162950125687
132,79.0200552024293,46.1058516842338
133,79.4335452375391,46.2946077376212
134,79.8456710512423,46.4825715649484
135,80.2564460619194,46.669751400123
136,80.6658834668092,46.8561553231887
137,81.0739962469162,47.0417912646068
138,81.4807971717883,47.2266670093788
139,81.8862988041654,47.4107902010188
140,82.2905135045046,47.5941683453813
141,82.6934534353856,47.7768088143513
142,83.0951305658001,47.9587188494027
143,83.495556675327,48.139905565031
144,83.8947433581995,48.3203759520645
145,84.2927020272653,48.500136880862
146,84.6894439178436,48.6791951043976
147,85.0849800914828,48.857557261242
148,85.4793214396203,49.0352298784409
149,85.8724786871481,49.2122193742984
150,86.2644623958888,49.388532061064
151,86.6552829679798,49.5641741475349
152,87.0449506491742,49.7391517415682
153,87.4334755320566,49.9134708525152
154,87.8208675591782,50.0871373935738
155,88.2071365261125,50.2601571840679
156,88.5922920844358,50.4325359516513
157,88.9763437446318,50.6042793344461
158,89.3593008789249,50.7753928831096
159,89.7411727240433,50.9458820628406
160,90.1219683839137,51.1157522553218
161,90.5016968322901,51.2850087606032
162,90.8803669153181,51.4536567989296
163,91.2579873540371,51.6217015125106
164,91.6345667468206,51.7891479672404
165,92.0101135717594,51.9560011543651
166,92.3846361889859,52.122265992101
167,92.7581428429432,52.2879473272063
168,93.1306416645998,52.4530499365072
169,93.5021406736119,52.6175785283795
170,93.8726477804344,52.7815377441892
171,94.2421707883819,52.9449321596908
172,94.610717395641,53.1077662863878
173,94.9782951972362,53.2700445728544
174,95.3449116869499,53.4317714060206
175,95.7105742591961,53.592951112423
176,96.0752902108539,53.7535879594203
177,96.4390667430555,53.9136861563769
178,96.8019109629353,54.0732498558141
179,97.1638298853381,54.2322831545309
180,97.5248304344891,54.3907900946946
181,97.8849194456249,54.5487746649045
182,98.2441036665889,54.7062408012253
183,98.6023897593899,54.8631923881957
184,98.9597843017262,55.0196332598105
185,99.316293788476,55.1755672004772
186,99.6719246331539,55.3309979459491
187,100.026683169336,55.4859291842338
188,100.380575652052,55.6403645564812
189,100.733608259149,55.7943076578462
190,101.085787092626,55.9477620383328
191,101.437118179934,56.1007312036168
192,101.787607475254,56.2532186158481
193,102.137260860745,56.4052276944331
194,102.486084147763,56.5567618168004
195,102.83408307806,56.7078243191458
196,103.181263324951,56.8584184971612
197,103.527630494458,57.0085476067454
198,103.87319012643,57.1582148646995
199,104.217947695645,57.3074234494046
200,104.561908612876,57.4561765014853
201,104.905078225947,57.6044771244567
202,105.247461820764,57.7523283853578
203,105.589064622318,57.8997333153694
204,105.929891795675,58.0466949104194
205,106.269948446944,58.1932161317732
206,106.609239624221,58.3392999066119
207,106.947770318521,58.4849491285975
208,107.285545464682,58.6301666584253
209,107.622569942259,58.774955324365
210,107.958848576396,58.9193179227888
211,108.294386138677,59.0632572186894
212,108.629187347972,59.2067759461869
213,108.963256871249,59.3498768090228
214,109.296599324386,59.4925624810466
215,109.629219272957,59.6348356066894
216,109.961121233003,59.7766988014296
217,110.292309671796,59.9181546522475
218,110.622789008576,60.0592057180711
219,110.952563615287,60.1998545302127
220,111.281637817284,60.3401035927963
221,111.61001589404,60.4799553831762
222,111.937702079832,60.6194123523481
223,112.264700564414,60.7584769253501
224,112.591015493679,60.8971515016572
225,112.916650970308,61.0354384555673
226,113.241611054409,61.1733401365793
227,113.565899764138,61.3108588697648
228,113.889521076314,61.4479969561307
229,114.212478927017,61.5847566729767
230,114.534777212187,61.7211402742438
231,114.856419788192,61.8571499908578
232,115.177410472404,61.9927880310661
233,115.497753043755,62.1280565807655
234,115.817451243286,62.2629578038278
235,116.13650877468,62.3974938424156
236,116.454929304797,62.5316668172948
237,116.772716464189,62.6654788281388
238,117.089873847607,62.7989319538293
239,117.406405014505,62.9320282527498
240,117.722313489527,63.0647697630751
241,118.037602762995,63.1971585030536
242,118.352276291374,63.3291964712865
243,118.666337497746,63.4608856470001
244,118.979789772261,63.592227990315
245,119.292636472588,63.7232254425079
246,119.604880924357,63.8538799262715
247,119.91652642159,63.9841933459675
248,120.227576227129,64.1141675878767
249,120.538033573055,64.2438045204435
250,120.847901661095,64.3731059945163
251,121.157183663031,64.5020738435846
252,121.465882721095,64.6307098840103
253,121.77400194836,64.7590159152565
254,122.081544429123,64.8869937201118
255,122.388513219282,65.0146450649099
256,122.694911346709,65.141971699747
257,123.000741811614,65.2689753586936
258,123.306007586901,65.3956577600048
259,123.610711618524,65.522020606325
260,123.914856825832,65.6480655848904
261,124.21844610191,65.7737943677278
262,124.521482313915,65.8992086118496
263,124.823968303405,66.0243099594463
264,125.125906886663,66.149100038075
265,125.427300855019,66.273580460846
266,125.72815297516,66.397752826604
267,126.028465989442,66.5216187201093
268,126.328242616191,66.6451797122135
269,126.627485550004,66.7684373600345
270,126.926197462042,66.8913932071255
271,127.224381000322,67.0140487836457
272,127.522038789998,67.136405606524
273,127.819173433642,67.258465179623
274,128.115787511523,67.3802289938981
275,128.411883581875,67.5016985275568
276,128.707464181167,67.6228752462121
277,129.002531824363,67.7437606030366
278,129.297089005184,67.8643560389128
279,129.591138196361,67.9846629825799
280,129.884681849886,68.1046828507805
281,130.17772239726,68.2244170484039
282,130.470262249737,68.3438669686268
283,130.762303798561,68.4630339930526
284,131.053849415203,68.5819194918485
285,131.344901451595,68.7005248238796
286,131.635462240358,68.8188513368414
287,131.925534095024,68.936900367392
288,132.215119310264,69.0546732412791
289,132.504220162101,69.1721712734671
290,132.792838908127,69.2893957682623
291,133.080977787719,69.4063480194359
292,133.368639022241,69.5230293103444
293,133.655824815256,69.6394409140495
294,133.942537352725,69.7555840934352
295,134.228778803208,69.8714601013241
296,134.514551318061,69.9870701805911
297,134.799857031632,70.102415564275
298,135.084698061446,70.2174974756914
299,135.369076508403,70.3323171285391
300,135.652994456953,70.4468757270097
301,135.936453975287,70.5611744658927
302,136.219457115515,70.6752145306798
303,136.502005913841,70.7889970976684
304,136.784102390742,70.9025233340627
305,137.065748551141,71.0157943980732
306,137.346946384572,71.1288114390162
307,137.627697865353,71.2415755974108
308,137.908004952752,71.3540880050737
309,138.187869591145,71.4663497852152
310,138.46729371018,71.5783620525305
311,138.746279224939,71.6901259132935
312,139.024828036087,71.8016424654454
313,139.302942030033,71.9129127986855
314,139.580623079078,72.023937994558
315,139.857873041566,72.1347191265402
316,140.134693762034,72.2452572601261
317,140.411087071356,72.3555534529127
318,140.687054786884,72.4656087546825
319,140.962598712597,72.5754242074854
320,141.237720639235,72.6850008457201
321,141.512422344441,72.7943396962139
322,141.786705592893,72.9034417783015
323,142.060572136444,73.0123081039024
324,142.334023714248,73.1209396775985
325,142.607062052897,73.2293374967089
326,142.879688866548,73.3375025513647
327,143.151905857047,73.4454358245835
328,143.423714714061,73.5531382923408
329,143.695117115196,73.6606109236429
330,143.966114726125,73.7678546805971
331,144.236709200701,73.8748705184814
332,144.506902181087,73.9816593858141
333,144.776695297863,74.0882222244209
334,145.04609017015,74.194559969503
335,145.315088405718,74.3006735497028
336,145.583691601107,74.4065638871697
337,145.85190134173,74.5122318976238
338,146.119719201991,74.6176784904208
339,146.387146745388,74.7229045686144
340,146.654185524624,74.8279110290183
341,146.92083708171,74.932698762267
342,147.187102948073,75.0372686528781
343,147.452984644658,75.14162157931
344,147.718483682029,75.2457584140223
345,147.983601560471,75.3496800235334
346,148.248339770091,75.4533872684783
347,148.512699790911,75.5568810036652
348,148.77668309297,75.660162078132
349,149.040291136421,75.7632313352012
350,149.303525371619,75.8660896125349
351,149.566387239221,75.9687377421888
352,149.828878170274,76.0711765506657
353,150.09099958631,76.173406858968
354,150.352752899432,76.2754294826495
355,150.614139512407,76.3772452318673
356,150.875160818749,76.4788549114325
357,151.135818202812,76.5802593208603
358,151.396113039869,76.6814592544195
359,151.656046696202,76.7824555011813
360,151.915620529184,76.8832488450683
361,152.174835887359,76.9838400649012
362,152.433694110529,77.0842299344475
363,152.69219652983,77.1844192224666
364,152.950344467814,77.2844086927568
365,153.208139238527,77.3841991042007
366,153.465582147586,77.4837912108101
367,153.722674492258,77.5831857617702
368,153.979417561537,77.6823835014844
369,154.235812636213,77.7813851696163
370,154.491860988953,77.8801915011344
371,154.747563884372,77.9788032263527
372,155.002922579103,78.0772210709735
373,155.257938321873,78.1754457561293
374,155.512612353569,78.2734779984231
375,155.766945907315,78.3713185099679
376,156.020940208533,78.468967998429
377,156.274596475016,78.5664271670618
378,156.527915916995,78.6636967147511
379,156.780899737208,78.7607773360505
380,157.033549130959,78.8576697212191
381,157.285865286192,78.9543745562614
382,157.537849383551,79.0508925229623
383,157.789502596443,79.1472242989256
384,158.040826091102,79.2433705576102
385,158.291821026655,79.3393319683654
386,158.542488555178,79.4351091964673
387,158.79282982176,79.5307029031541
388,159.042845964563,79.6261137456599
389,159.292538114884,79.7213423772511
390,159.541907397206,79.8163894472587
391,159.790954929268,79.9112556011123
392,160.039681822112,80.0059414803744
393,160.288089180148,80.1004477227725
394,160.536178101203,80.1947749622319
395,160.783949676585,80.2889238289083
396,161.03140499113,80.3828949492187
397,161.278545123263,80.4766889458743
398,161.52537114505,80.5703064379106
399,161.771884122247,80.6637480407185
400,162.018085114361,80.7570143660754
401,162.263975174695,80.8501060221746
402,162.509555350404,80.9430236136555
403,162.754826682544,81.0357677416332
404,162.999790206122,81.1283390037278
405,163.244446950149,81.2207379940929
406,163.488797937687,81.3129653034443
407,163.732844185899,81.4050215190886
408,163.976586706094,81.4969072249513
409,164.220026503783,81.5886230016038
410,164.463164578717,81.6801694262911
411,164.70600192494,81.7715470729594
412,164.948539530833,81.8627565122821
413,165.190778379162,81.9537983116868
414,165.432719447119,82.0446730353818
415,165.674363706372,82.1353812443814
416,165.915712123108,82.2259234965322
417,166.156765658074,82.3163003465382
418,166.397525266624,82.406512345986
419,166.637991898763,82.4965600433705
420,166.878166499184,82.5864439841176
421,167.118050007317,82.676164710611
422,167.357643357366,82.7657227622147
423,167.596947478354,82.8551186752974
424,167.835963294158,82.9443529832564
425,168.074691723559,83.0334262165408
426,168.313133680272,83.1223389026742
427,168.551290072992,83.2110915662787
428,168.789161805433,83.2996847290965
429,169.026749776363,83.3881189100133
430,169.264054879646,83.4763946250798
431,169.50107800428,83.5645123875343
432,169.737820034432,83.652472707824
433,169.97428184948,83.740276093627
434,170.210464324043,83.8279230498735
435,170.446368328025,83.9154140787669
436,170.681994726647,84.0027496798048
437,170.917344380484,84.0899303497997
438,171.152418145499,84.1769565828998
439,171.387216873082,84.2638288706085
440,171.62174141008,84.3505477018057
