"title","lemma","frequency"
"DeutschePflanzennamen","Umwandlung",4
"DeutschePflanzennamen","Unterscheidung",1
"DeutschePflanzennamen","Untersuchung",3
"DeutschePflanzennamen","Veränderung",1
"DeutschePflanzennamen","Verbindung",1
"DeutschePflanzennamen","Verbreitung",2
"DeutschePflanzennamen","Vergleichung",2
"DeutschePflanzennamen","Verstümmelung",1
"DeutschePflanzennamen","Vertiefung",1
"DeutschePflanzennamen","Verwahrlosung",1
"DeutschePflanzennamen","Verwechselung",1
"DeutschePflanzennamen","Verwendung",1
"DeutschePflanzennamen","Verwirrung",4
"DeutschePflanzennamen","Vorstellung",1
"DeutschePflanzennamen","Wirkung",1
"DeutschePflanzennamen","Zusammenfügung",2
"DeutschePflanzennamen","Zusammensetzung",39
"FloraDerPreussischenRheinlande","Abänderung",1
"FloraDerPreussischenRheinlande","Abbildung",1
"FloraDerPreussischenRheinlande","Abteilung",2
"FloraDerPreussischenRheinlande","Übereinstimmung",1
"FloraDerPreussischenRheinlande","Ausdehnung",1
"FloraDerPreussischenRheinlande","Beobachtung",3
"FloraDerPreussischenRheinlande","Berichtigung",1
"FloraDerPreussischenRheinlande","Bildung",2
"FloraDerPreussischenRheinlande","Einwirkung",1
"FloraDerPreussischenRheinlande","Entwicklung",1
"FloraDerPreussischenRheinlande","Erscheinung",3
"FloraDerPreussischenRheinlande","Färbung",1
"FloraDerPreussischenRheinlande","Gattung",14
"FloraDerPreussischenRheinlande","Mündung",2
"FloraDerPreussischenRheinlande","Messung",1
"FloraDerPreussischenRheinlande","Sammlung",1
"FloraDerPreussischenRheinlande","Teilung",1
"FloraDerPreussischenRheinlande","Unterscheidung",1
"FloraDerPreussischenRheinlande","Untersuchung",2
"FloraDerPreussischenRheinlande","Veranlassung",1
"FloraDerPreussischenRheinlande","Verwachsung",1
"FloraDerPreussischenRheinlande","Verzweigung",1
"FloraDerPreussischenRheinlande","Witterung",2
"FloraDerPreussischenRheinlande","Zerschlitzung",5
"GemeinnuetzigesKraeuterbuch","Abkochung",4
"GemeinnuetzigesKraeuterbuch","Anwendung",1
"GemeinnuetzigesKraeuterbuch","Überfüllung",2
"GemeinnuetzigesKraeuterbuch","Auflösung",1
"GemeinnuetzigesKraeuterbuch","Aufsaugung",2
"GemeinnuetzigesKraeuterbuch","Ausleerung",1
"GemeinnuetzigesKraeuterbuch","Ausscheidung",1
"GemeinnuetzigesKraeuterbuch","Austretung",1
"GemeinnuetzigesKraeuterbuch","Bähung",1
"GemeinnuetzigesKraeuterbuch","Beförderung",1
"GemeinnuetzigesKraeuterbuch","Behandlung",1
"GemeinnuetzigesKraeuterbuch","Behauptung",1
"GemeinnuetzigesKraeuterbuch","Bereitung",1
"GemeinnuetzigesKraeuterbuch","Bildung",2
"GemeinnuetzigesKraeuterbuch","Darstellung",1
"GemeinnuetzigesKraeuterbuch","Einreibung",2
"GemeinnuetzigesKraeuterbuch","Entmischung",1
"GemeinnuetzigesKraeuterbuch","Entzündung",5
"GemeinnuetzigesKraeuterbuch","Erfahrung",1
"GemeinnuetzigesKraeuterbuch","Ergießung",1
"GemeinnuetzigesKraeuterbuch","Erschütterung",3
"GemeinnuetzigesKraeuterbuch","Gattung",17
"GemeinnuetzigesKraeuterbuch","Lähmung",3
"GemeinnuetzigesKraeuterbuch","Neigung",1
"GemeinnuetzigesKraeuterbuch","Ordnung",1
"GemeinnuetzigesKraeuterbuch","Quetschung",2
"GemeinnuetzigesKraeuterbuch","Verbrennung",1
"GemeinnuetzigesKraeuterbuch","Verdauung",1
"GemeinnuetzigesKraeuterbuch","Verletzung",1
"GemeinnuetzigesKraeuterbuch","Verschleimung",1
"GemeinnuetzigesKraeuterbuch","Wirkung",4
"NatuerlichePflanzenfamilien","Anordnung",1
"NatuerlichePflanzenfamilien","Anwendung",1
"NatuerlichePflanzenfamilien","Bekleidung",2
"NatuerlichePflanzenfamilien","Bereitung",2
"NatuerlichePflanzenfamilien","Bestäubung",1
"NatuerlichePflanzenfamilien","Einfügung",1
"NatuerlichePflanzenfamilien","Gattung",12
"NatuerlichePflanzenfamilien","Ordnung",1
"NatuerlichePflanzenfamilien","Trennung",1
"NatuerlichePflanzenfamilien","Verbreitung",1
"NatuerlichePflanzenfamilien","Verlängerung",1
"Kraeuterbuch","Abbildung",1
"Kraeuterbuch","Anhäufung",1
"Kraeuterbuch","Anstrengung",1
"Kraeuterbuch","Anwendung",8
"Kraeuterbuch","Atmung",1
"Kraeuterbuch","Böschung",1
"Kraeuterbuch","Belebung",1
"Kraeuterbuch","Beschädigung",1
"Kraeuterbuch","Blähung",1
"Kraeuterbuch","Blutung",1
"Kraeuterbuch","Entblößung",1
"Kraeuterbuch","Erfahrung",1
"Kraeuterbuch","Erschüttung",1
"Kraeuterbuch","Färbung",1
"Kraeuterbuch","Gattung",1
"Kraeuterbuch","Lähmung",1
"Kraeuterbuch","Reinigung",1
"Kraeuterbuch","Störung",1
"Kraeuterbuch","Stockung",1
"Kraeuterbuch","Verbrennung",1
"Kraeuterbuch","Verdauung",2
"Kraeuterbuch","Vergiftung",1
"Kraeuterbuch","Verhärtung",2
"Kraeuterbuch","Verletzung",2
"Kraeuterbuch","Verwund",1
"Kraeuterbuch","Waschung",1
"Kraeuterbuch","Wirkung",2
