"title","lemma","frequency","rank"
"VorlesungenUeberKraeuterkunde","Umgebung",1,43
"VorlesungenUeberKraeuterkunde","Umhüllung",1,44
"VorlesungenUeberKraeuterkunde","Veränderung",1,45
"VorlesungenUeberKraeuterkunde","Veranlassung",1,46
"VorlesungenUeberKraeuterkunde","Verbindung",1,47
"VorlesungenUeberKraeuterkunde","Verfeinerung",1,48
"VorlesungenUeberKraeuterkunde","Verlängerung",1,49
"VorlesungenUeberKraeuterkunde","Vorstellung",1,50
"VorlesungenUeberKraeuterkunde","Zusammenziehung",1,51
"GrossesIllustriertesKraeuterbuch","Gattung",12,1
"GrossesIllustriertesKraeuterbuch","Quetschung",4,2
"GrossesIllustriertesKraeuterbuch","Verschleimung",4,3
"GrossesIllustriertesKraeuterbuch","Entzündung",3,4
"GrossesIllustriertesKraeuterbuch","Erschütterung",3,5
"GrossesIllustriertesKraeuterbuch","Lähmung",3,6
"GrossesIllustriertesKraeuterbuch","Abkochung",2,7
"GrossesIllustriertesKraeuterbuch","Stockung",2,8
"GrossesIllustriertesKraeuterbuch","Wirkung",2,9
"GrossesIllustriertesKraeuterbuch","Annäherung",1,10
"GrossesIllustriertesKraeuterbuch","Anschoppung",1,11
"GrossesIllustriertesKraeuterbuch","Anwendung",1,12
"GrossesIllustriertesKraeuterbuch","Auflösung",1,13
"GrossesIllustriertesKraeuterbuch","Aussonderung",1,14
"GrossesIllustriertesKraeuterbuch","Beförderung",1,15
"GrossesIllustriertesKraeuterbuch","Beschädigung",1,16
"GrossesIllustriertesKraeuterbuch","Bewegung",1,17
"GrossesIllustriertesKraeuterbuch","Eiterung",1,18
"GrossesIllustriertesKraeuterbuch","Entfernung",1,19
"GrossesIllustriertesKraeuterbuch","Entziehung",1,20
"GrossesIllustriertesKraeuterbuch","Störung",1,21
"GrossesIllustriertesKraeuterbuch","Verbindung",1,22
"GrossesIllustriertesKraeuterbuch","Verdauung",1,23
"GrossesIllustriertesKraeuterbuch","Verfälschung",1,24
"GrossesIllustriertesKraeuterbuch","Verhärtung",1,25
"GrossesIllustriertesKraeuterbuch","Verletzung",1,26
"GrossesIllustriertesKraeuterbuch","Verrenkung",1,27
"GrossesIllustriertesKraeuterbuch","Verstimmung",1,28
"GrossesIllustriertesKraeuterbuch","Verstopfung",1,29
"GrossesIllustriertesKraeuterbuch","Zersetzung",1,30
"GrossesIllustriertesKraeuterbuch","Zusammensetzung",1,31
"DeutschePflanzennamen","Benennung",63,1
"DeutschePflanzennamen","Zusammensetzung",39,2
"DeutschePflanzennamen","Gattung",34,3
"DeutschePflanzennamen","Endung",21,4
"DeutschePflanzennamen","Übertragung",12,5
"DeutschePflanzennamen","Bildung",12,6
"DeutschePflanzennamen","Bedeutung",10,7
"DeutschePflanzennamen","Anwendung",7,8
"DeutschePflanzennamen","Bezeichnung",6,9
"DeutschePflanzennamen","Ordnung",6,10
"DeutschePflanzennamen","Gebung",5,11
"DeutschePflanzennamen","Abweichung",4,12
"DeutschePflanzennamen","Übersetzung",4,13
"DeutschePflanzennamen","Entwicklung",4,14
"DeutschePflanzennamen","Sammlung",4,15
"DeutschePflanzennamen","Umwandlung",4,16
"DeutschePflanzennamen","Verwirrung",4,17
"DeutschePflanzennamen","Abteilung",3,18
"DeutschePflanzennamen","Beschreibung",3,19
"DeutschePflanzennamen","Feststellung",3,20
"DeutschePflanzennamen","Hinzufügung",3,21
"DeutschePflanzennamen","Untersuchung",3,22
"DeutschePflanzennamen","Abbildung",2,23
"DeutschePflanzennamen","Ableitung",2,24
"DeutschePflanzennamen","Andeutung",2,25
"DeutschePflanzennamen","Anknüpfung",2,26
"DeutschePflanzennamen","Anschauung",2,27
"DeutschePflanzennamen","Beziehung",2,28
"DeutschePflanzennamen","Einteilung",2,29
"DeutschePflanzennamen","Stellung",2,30
"DeutschePflanzennamen","Umdeutung",2,31
"DeutschePflanzennamen","Verbreitung",2,32
"DeutschePflanzennamen","Vergleichung",2,33
"DeutschePflanzennamen","Zusammenfügung",2,34
"DeutschePflanzennamen","Abstammung",1,35
"DeutschePflanzennamen","Abwandlung",1,36
"DeutschePflanzennamen","Abwechslung",1,37
"DeutschePflanzennamen","Abwerfung",1,38
"DeutschePflanzennamen","Anfügung",1,39
"DeutschePflanzennamen","Anordnung",1,40
"DeutschePflanzennamen","Anregung",1,41
"DeutschePflanzennamen","Übersiedlung",1,42
"DeutschePflanzennamen","Bedingung",1,43
"DeutschePflanzennamen","Begründung",1,44
"DeutschePflanzennamen","Begrenzung",1,45
"DeutschePflanzennamen","Behandlung",1,46
"DeutschePflanzennamen","Bekleidung",1,47
"DeutschePflanzennamen","Bemühung",1,48
"DeutschePflanzennamen","Berührung",1,49
"DeutschePflanzennamen","Betrachtung",1,50
"DeutschePflanzennamen","Deutung",1,51
"DeutschePflanzennamen","Einfügung",1,52
"DeutschePflanzennamen","Einleitung",1,53
"DeutschePflanzennamen","Entscheidung",1,54
"DeutschePflanzennamen","Entstellung",1,55
"DeutschePflanzennamen","Erfahrung",1,56
"DeutschePflanzennamen","Erforschung",1,57
"DeutschePflanzennamen","Forschung",1,58
"DeutschePflanzennamen","Losreißung",1,59
"DeutschePflanzennamen","Mitteilung",1,60
"DeutschePflanzennamen","Rechtfertigung",1,61
"DeutschePflanzennamen","Sonderung",1,62
"DeutschePflanzennamen","Umbildung",1,63
"DeutschePflanzennamen","Umdeutschung",1,64
"DeutschePflanzennamen","Umgestaltung",1,65
"DeutschePflanzennamen","Unterscheidung",1,66
"DeutschePflanzennamen","Veränderung",1,67
"DeutschePflanzennamen","Verbindung",1,68
"DeutschePflanzennamen","Verstümmelung",1,69
"DeutschePflanzennamen","Vertiefung",1,70
"DeutschePflanzennamen","Verwahrlosung",1,71
"DeutschePflanzennamen","Verwechselung",1,72
"DeutschePflanzennamen","Verwendung",1,73
"DeutschePflanzennamen","Vorstellung",1,74
"DeutschePflanzennamen","Wirkung",1,75
"FloraDerPreussischenRheinlande","Gattung",14,1
"FloraDerPreussischenRheinlande","Zerschlitzung",5,2
"FloraDerPreussischenRheinlande","Beobachtung",3,3
"FloraDerPreussischenRheinlande","Erscheinung",3,4
"FloraDerPreussischenRheinlande","Abteilung",2,5
"FloraDerPreussischenRheinlande","Bildung",2,6
"FloraDerPreussischenRheinlande","Mündung",2,7
"FloraDerPreussischenRheinlande","Untersuchung",2,8
"FloraDerPreussischenRheinlande","Witterung",2,9
"FloraDerPreussischenRheinlande","Abänderung",1,10
"FloraDerPreussischenRheinlande","Abbildung",1,11
"FloraDerPreussischenRheinlande","Übereinstimmung",1,12
"FloraDerPreussischenRheinlande","Ausdehnung",1,13
"FloraDerPreussischenRheinlande","Berichtigung",1,14
"FloraDerPreussischenRheinlande","Einwirkung",1,15
"FloraDerPreussischenRheinlande","Entwicklung",1,16
"FloraDerPreussischenRheinlande","Färbung",1,17
"FloraDerPreussischenRheinlande","Messung",1,18
"FloraDerPreussischenRheinlande","Sammlung",1,19
"FloraDerPreussischenRheinlande","Teilung",1,20
"FloraDerPreussischenRheinlande","Unterscheidung",1,21
"FloraDerPreussischenRheinlande","Veranlassung",1,22
"FloraDerPreussischenRheinlande","Verwachsung",1,23
"FloraDerPreussischenRheinlande","Verzweigung",1,24
"GemeinnuetzigesKraeuterbuch","Gattung",17,1
"GemeinnuetzigesKraeuterbuch","Entzündung",5,2
"GemeinnuetzigesKraeuterbuch","Abkochung",4,3
"GemeinnuetzigesKraeuterbuch","Wirkung",4,4
"GemeinnuetzigesKraeuterbuch","Erschütterung",3,5
"GemeinnuetzigesKraeuterbuch","Lähmung",3,6
"GemeinnuetzigesKraeuterbuch","Überfüllung",2,7
"GemeinnuetzigesKraeuterbuch","Aufsaugung",2,8
"GemeinnuetzigesKraeuterbuch","Bildung",2,9
"GemeinnuetzigesKraeuterbuch","Einreibung",2,10
"GemeinnuetzigesKraeuterbuch","Quetschung",2,11
"GemeinnuetzigesKraeuterbuch","Anwendung",1,12
"GemeinnuetzigesKraeuterbuch","Auflösung",1,13
"GemeinnuetzigesKraeuterbuch","Ausleerung",1,14
"GemeinnuetzigesKraeuterbuch","Ausscheidung",1,15
"GemeinnuetzigesKraeuterbuch","Austretung",1,16
"GemeinnuetzigesKraeuterbuch","Bähung",1,17
"GemeinnuetzigesKraeuterbuch","Beförderung",1,18
"GemeinnuetzigesKraeuterbuch","Behandlung",1,19
"GemeinnuetzigesKraeuterbuch","Behauptung",1,20
"GemeinnuetzigesKraeuterbuch","Bereitung",1,21
"GemeinnuetzigesKraeuterbuch","Darstellung",1,22
"GemeinnuetzigesKraeuterbuch","Entmischung",1,23
"GemeinnuetzigesKraeuterbuch","Erfahrung",1,24
"GemeinnuetzigesKraeuterbuch","Ergießung",1,25
"GemeinnuetzigesKraeuterbuch","Neigung",1,26
"GemeinnuetzigesKraeuterbuch","Ordnung",1,27
"GemeinnuetzigesKraeuterbuch","Verbrennung",1,28
"GemeinnuetzigesKraeuterbuch","Verdauung",1,29
"GemeinnuetzigesKraeuterbuch","Verletzung",1,30
"GemeinnuetzigesKraeuterbuch","Verschleimung",1,31
"NatuerlichePflanzenfamilien","Gattung",12,1
"NatuerlichePflanzenfamilien","Bekleidung",2,2
"NatuerlichePflanzenfamilien","Bereitung",2,3
"NatuerlichePflanzenfamilien","Anordnung",1,4
"NatuerlichePflanzenfamilien","Anwendung",1,5
"NatuerlichePflanzenfamilien","Bestäubung",1,6
"NatuerlichePflanzenfamilien","Einfügung",1,7
"NatuerlichePflanzenfamilien","Ordnung",1,8
"NatuerlichePflanzenfamilien","Trennung",1,9
"NatuerlichePflanzenfamilien","Verbreitung",1,10
"NatuerlichePflanzenfamilien","Verlängerung",1,11
"Kraeuterbuch","Anwendung",8,1
"Kraeuterbuch","Verdauung",2,2
"Kraeuterbuch","Verhärtung",2,3
"Kraeuterbuch","Verletzung",2,4
"Kraeuterbuch","Wirkung",2,5
"Kraeuterbuch","Abbildung",1,6
"Kraeuterbuch","Anhäufung",1,7
"Kraeuterbuch","Anstrengung",1,8
"Kraeuterbuch","Atmung",1,9
"Kraeuterbuch","Böschung",1,10
"Kraeuterbuch","Belebung",1,11
"Kraeuterbuch","Beschädigung",1,12
"Kraeuterbuch","Blähung",1,13
"Kraeuterbuch","Blutung",1,14
"Kraeuterbuch","Entblößung",1,15
"Kraeuterbuch","Erfahrung",1,16
"Kraeuterbuch","Erschüttung",1,17
"Kraeuterbuch","Färbung",1,18
"Kraeuterbuch","Gattung",1,19
"Kraeuterbuch","Lähmung",1,20
"Kraeuterbuch","Reinigung",1,21
"Kraeuterbuch","Störung",1,22
"Kraeuterbuch","Stockung",1,23
"Kraeuterbuch","Verbrennung",1,24
"Kraeuterbuch","Vergiftung",1,25
"Kraeuterbuch","Verwund",1,26
"Kraeuterbuch","Waschung",1,27
